timesteps_total,done,info,episode_reward_mean,episode_len_mean,episodes_total,mean_accuracy,mean_validation_accuracy,mean_loss,neg_mean_loss,experiment_id,training_iteration,timesteps_this_iter,time_this_iter_s,time_total_s,pid,date,timestamp,hostname,node_ip,config
2575954,,"{'weights_norm': 690.3720703125, 'time_elapsed_this_iter': 18.19611406326294, 'grad_norm': 6.338210582733154, 'episodes_so_far': 63032L, 'time_elapsed': 886.4857211112976, 'update_ratio': 0.024650972336530685, 'timesteps_so_far': 2575954L, 'episodes_this_iter': 1018L, 'timesteps_this_iter': 55298L}",111.62097930908203,63.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,62,55298,18.197371006011963,885.738429069519,10546,2018-04-01_21-31-18,1522618278,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2631328,,"{'weights_norm': 691.0150146484375, 'time_elapsed_this_iter': 18.101262092590332, 'grad_norm': 6.221806049346924, 'episodes_so_far': 64034L, 'time_elapsed': 904.6016190052032, 'update_ratio': 0.024535106495022774, 'timesteps_so_far': 2631328L, 'episodes_this_iter': 1002L, 'timesteps_this_iter': 55374L}",100.75908660888672,53.5,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,63,55374,18.10262107849121,903.8410501480103,10546,2018-04-01_21-31-36,1522618296,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2687468,,"{'weights_norm': 691.6318359375, 'time_elapsed_this_iter': 17.235312938690186, 'grad_norm': 7.0252556800842285, 'episodes_so_far': 65038L, 'time_elapsed': 921.8491640090942, 'update_ratio': 0.024709543213248253, 'timesteps_so_far': 2687468L, 'episodes_this_iter': 1004L, 'timesteps_this_iter': 56140L}",82.86879272460938,49.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,64,56140,17.236584901809692,921.07763504982,10546,2018-04-01_21-31-53,1522618313,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2743179,,"{'weights_norm': 692.262939453125, 'time_elapsed_this_iter': 18.52228307723999, 'grad_norm': 6.433773040771484, 'episodes_so_far': 66052L, 'time_elapsed': 940.3842461109161, 'update_ratio': 0.024693582206964493, 'timesteps_so_far': 2743179L, 'episodes_this_iter': 1014L, 'timesteps_this_iter': 55711L}",nan,nan,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,65,55711,18.52357816696167,939.6012132167816,10546,2018-04-01_21-32-12,1522618332,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2798535,,"{'weights_norm': 692.8790283203125, 'time_elapsed_this_iter': 18.69212794303894, 'grad_norm': 6.754905700683594, 'episodes_so_far': 67052L, 'time_elapsed': 959.0893950462341, 'update_ratio': 0.024706095457077026, 'timesteps_so_far': 2798535L, 'episodes_this_iter': 1000L, 'timesteps_this_iter': 55356L}",97.51227378845215,60.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,66,55356,18.693499088287354,958.294712305069,10546,2018-04-01_21-32-30,1522618350,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2855597,,"{'weights_norm': 693.5382080078125, 'time_elapsed_this_iter': 17.7615327835083, 'grad_norm': 6.315291881561279, 'episodes_so_far': 68070L, 'time_elapsed': 976.8634428977966, 'update_ratio': 0.024592779576778412, 'timesteps_so_far': 2855597L, 'episodes_this_iter': 1018L, 'timesteps_this_iter': 57062L}",58.775325775146484,51.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,67,57062,17.7628390789032,976.0575513839722,10546,2018-04-01_21-32-48,1522618368,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2911647,,"{'weights_norm': 694.1669921875, 'time_elapsed_this_iter': 18.351771116256714, 'grad_norm': 6.450430870056152, 'episodes_so_far': 69076L, 'time_elapsed': 995.2280631065369, 'update_ratio': 0.024641599506139755, 'timesteps_so_far': 2911647L, 'episodes_this_iter': 1006L, 'timesteps_this_iter': 56050L}",113.71683247884114,61.666666666666664,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,68,56050,18.35302996635437,994.4105813503265,10546,2018-04-01_21-33-07,1522618387,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2969850,,"{'weights_norm': 694.702880859375, 'time_elapsed_this_iter': 19.055243968963623, 'grad_norm': 6.466578483581543, 'episodes_so_far': 70102L, 'time_elapsed': 1014.2951860427856, 'update_ratio': 0.02455938048660755, 'timesteps_so_far': 2969850L, 'episodes_this_iter': 1026L, 'timesteps_this_iter': 58203L}",117.67414093017578,64.5,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,69,58203,19.056540966033936,1013.4671223163605,10546,2018-04-01_21-33-26,1522618406,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3026144,,"{'weights_norm': 695.17529296875, 'time_elapsed_this_iter': 18.018612146377563, 'grad_norm': 7.1436944007873535, 'episodes_so_far': 71102L, 'time_elapsed': 1032.3266520500183, 'update_ratio': 0.024686817079782486, 'timesteps_so_far': 3026144L, 'episodes_this_iter': 1000L, 'timesteps_this_iter': 56294L}",131.18138122558594,72.5,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,70,56294,18.02003312110901,1031.4871554374695,10546,2018-04-01_21-33-44,1522618424,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3085800,,"{'weights_norm': 695.6580810546875, 'time_elapsed_this_iter': 19.646075010299683, 'grad_norm': 6.403110980987549, 'episodes_so_far': 72132L, 'time_elapsed': 1051.9855070114136, 'update_ratio': 0.024569088593125343, 'timesteps_so_far': 3085800L, 'episodes_this_iter': 1030L, 'timesteps_this_iter': 59656L}",115.24346160888672,62.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,71,59656,19.647469997406006,1051.1346254348755,10546,2018-04-01_21-34-03,1522618443,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3145845,,"{'weights_norm': 696.1229248046875, 'time_elapsed_this_iter': 19.854944944381714, 'grad_norm': 6.708019256591797, 'episodes_so_far': 73150L, 'time_elapsed': 1071.8552339076996, 'update_ratio': 0.024584414437413216, 'timesteps_so_far': 3145845L, 'episodes_this_iter': 1018L, 'timesteps_this_iter': 60045L}",83.0350341796875,49.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,72,60045,19.85627293586731,1070.9908983707428,10546,2018-04-01_21-34-23,1522618463,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3207033,,"{'weights_norm': 696.6984252929688, 'time_elapsed_this_iter': 19.72934603691101, 'grad_norm': 5.876290321350098, 'episodes_so_far': 74174L, 'time_elapsed': 1091.6006660461426, 'update_ratio': 0.02435114234685898, 'timesteps_so_far': 3207033L, 'episodes_this_iter': 1024L, 'timesteps_this_iter': 61188L}",105.13623046875,54.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,73,61188,19.730649948120117,1090.721548318863,10546,2018-04-01_21-34-43,1522618483,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3266656,,"{'weights_norm': 697.2105712890625, 'time_elapsed_this_iter': 19.90619206428528, 'grad_norm': 5.956295967102051, 'episodes_so_far': 75188L, 'time_elapsed': 1111.5201230049133, 'update_ratio': 0.024128204211592674, 'timesteps_so_far': 3266656L, 'episodes_this_iter': 1014L, 'timesteps_this_iter': 59623L}",nan,nan,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,74,59623,19.907504081726074,1110.629052400589,10546,2018-04-01_21-35-03,1522618503,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3327176,,"{'weights_norm': 697.6431884765625, 'time_elapsed_this_iter': 20.03425908088684, 'grad_norm': 6.7424821853637695, 'episodes_so_far': 76190L, 'time_elapsed': 1131.5685880184174, 'update_ratio': 0.024304047226905823, 'timesteps_so_far': 3327176L, 'episodes_this_iter': 1002L, 'timesteps_this_iter': 60520L}",102.03400039672852,83.5,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,75,60520,20.035558938980103,1130.664611339569,10546,2018-04-01_21-35-23,1522618523,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3386975,,"{'weights_norm': 698.0509643554688, 'time_elapsed_this_iter': 19.244115114212036, 'grad_norm': 7.137317657470703, 'episodes_so_far': 77192L, 'time_elapsed': 1150.825304031372, 'update_ratio': 0.024582315236330032, 'timesteps_so_far': 3386975L, 'episodes_this_iter': 1002L, 'timesteps_this_iter': 59799L}",132.61572265625,77.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,76,59799,19.245387077331543,1149.9099984169006,10546,2018-04-01_21-35-42,1522618542,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3447191,,"{'weights_norm': 698.4874267578125, 'time_elapsed_this_iter': 19.073034048080444, 'grad_norm': 6.929441452026367, 'episodes_so_far': 78200L, 'time_elapsed': 1169.9103240966797, 'update_ratio': 0.024698277935385704, 'timesteps_so_far': 3447191L, 'episodes_this_iter': 1008L, 'timesteps_this_iter': 60216L}",131.68456268310547,64.5,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,77,60216,19.074339151382446,1168.984337568283,10546,2018-04-01_21-36-01,1522618561,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3508562,,"{'weights_norm': 698.88427734375, 'time_elapsed_this_iter': 19.32993197441101, 'grad_norm': 6.309136390686035, 'episodes_so_far': 79216L, 'time_elapsed': 1189.254972934723, 'update_ratio': 0.02464214339852333, 'timesteps_so_far': 3508562L, 'episodes_this_iter': 1016L, 'timesteps_this_iter': 61371L}",52.14563703536987,41.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,78,61371,19.331197023391724,1188.3155345916748,10546,2018-04-01_21-36-21,1522618581,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3568721,,"{'weights_norm': 699.30908203125, 'time_elapsed_this_iter': 19.33366894721985, 'grad_norm': 7.215878009796143, 'episodes_so_far': 80222L, 'time_elapsed': 1208.6003060340881, 'update_ratio': 0.024826262146234512, 'timesteps_so_far': 3568721L, 'episodes_this_iter': 1006L, 'timesteps_this_iter': 60159L}",nan,nan,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,79,60159,19.33527898788452,1207.6508135795593,10546,2018-04-01_21-36-40,1522618600,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3629190,,"{'weights_norm': 699.8095092773438, 'time_elapsed_this_iter': 19.40884304046631, 'grad_norm': 6.376195907592773, 'episodes_so_far': 81224L, 'time_elapsed': 1228.0220699310303, 'update_ratio': 0.02472349815070629, 'timesteps_so_far': 3629190L, 'episodes_this_iter': 1002L, 'timesteps_this_iter': 60469L}",67.38532574971516,49.666666666666664,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,80,60469,19.410226106643677,1227.061039686203,10546,2018-04-01_21-36-59,1522618619,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3690888,,"{'weights_norm': 700.3707885742188, 'time_elapsed_this_iter': 19.643975973129272, 'grad_norm': 6.9536051750183105, 'episodes_so_far': 82242L, 'time_elapsed': 1247.6788420677185, 'update_ratio': 0.024846354499459267, 'timesteps_so_far': 3690888L, 'episodes_this_iter': 1018L, 'timesteps_this_iter': 61698L}",93.2679214477539,62.5,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,81,61698,19.64525818824768,1246.7062978744507,10546,2018-04-01_21-37-19,1522618639,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3754129,,"{'weights_norm': 700.9620971679688, 'time_elapsed_this_iter': 20.210835933685303, 'grad_norm': 7.006933212280273, 'episodes_so_far': 83264L, 'time_elapsed': 1267.9052000045776, 'update_ratio': 0.024867145344614983, 'timesteps_so_far': 3754129L, 'episodes_this_iter': 1022L, 'timesteps_this_iter': 63241L}",nan,nan,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,82,63241,20.212160110473633,1266.9184579849243,10546,2018-04-01_21-37-39,1522618659,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3817150,,"{'weights_norm': 701.5215454101562, 'time_elapsed_this_iter': 20.30418610572815, 'grad_norm': 6.884148120880127, 'episodes_so_far': 84286L, 'time_elapsed': 1288.2233180999756, 'update_ratio': 0.02481907792389393, 'timesteps_so_far': 3817150L, 'episodes_this_iter': 1022L, 'timesteps_this_iter': 63021L}",109.98411750793457,65.5,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,83,63021,20.305744886398315,1287.2242028713226,10546,2018-04-01_21-38-00,1522618680,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3880226,,"{'weights_norm': 702.0604248046875, 'time_elapsed_this_iter': 20.92773699760437, 'grad_norm': 6.855164051055908, 'episodes_so_far': 85308L, 'time_elapsed': 1309.1631479263306, 'update_ratio': 0.024786582216620445, 'timesteps_so_far': 3880226L, 'episodes_this_iter': 1022L, 'timesteps_this_iter': 63076L}",154.5762939453125,83.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,84,63076,20.929029941558838,1308.1532328128815,10546,2018-04-01_21-38-20,1522618700,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
3943068,,"{'weights_norm': 702.5458374023438, 'time_elapsed_this_iter': 21.162079095840454, 'grad_norm': 6.9607319831848145, 'episodes_so_far': 86314L, 'time_elapsed': 1330.3374590873718, 'update_ratio': 0.024856293573975563, 'timesteps_so_far': 3943068L, 'episodes_this_iter': 1006L, 'timesteps_this_iter': 62842L}",76.02311325073242,49.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,85,62842,21.16338086128235,1329.3166136741638,10546,2018-04-01_21-38-42,1522618722,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
4005313,,"{'weights_norm': 703.015380859375, 'time_elapsed_this_iter': 20.049346923828125, 'grad_norm': 6.918279647827148, 'episodes_so_far': 87322L, 'time_elapsed': 1350.4033880233765, 'update_ratio': 0.024892281740903854, 'timesteps_so_far': 4005313L, 'episodes_this_iter': 1008L, 'timesteps_this_iter': 62245L}",93.66793060302734,57.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,86,62245,20.051489114761353,1349.3681027889252,10546,2018-04-01_21-39-02,1522618742,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
4068382,,"{'weights_norm': 703.4757690429688, 'time_elapsed_this_iter': 21.036161184310913, 'grad_norm': 7.0161848068237305, 'episodes_so_far': 88342L, 'time_elapsed': 1371.4536321163177, 'update_ratio': 0.02491525560617447, 'timesteps_so_far': 4068382L, 'episodes_this_iter': 1020L, 'timesteps_this_iter': 63069L}",nan,nan,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,87,63069,21.03816795349121,1370.4062707424164,10546,2018-04-01_21-39-23,1522618763,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
4132925,,"{'weights_norm': 703.9273681640625, 'time_elapsed_this_iter': 20.36637592315674, 'grad_norm': 6.209720611572266, 'episodes_so_far': 89360L, 'time_elapsed': 1391.8336169719696, 'update_ratio': 0.024626350030303, 'timesteps_so_far': 4132925L, 'episodes_this_iter': 1018L, 'timesteps_this_iter': 64543L}",147.31266021728516,77.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,88,64543,20.367679834365845,1390.7739505767822,10546,2018-04-01_21-39-43,1522618783,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
4197806,,"{'weights_norm': 704.36083984375, 'time_elapsed_this_iter': 20.985301971435547, 'grad_norm': 6.577389717102051, 'episodes_so_far': 90386L, 'time_elapsed': 1412.8300569057465, 'update_ratio': 0.024650434032082558, 'timesteps_so_far': 4197806L, 'episodes_this_iter': 1026L, 'timesteps_this_iter': 64881L}",nan,nan,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,89,64881,20.986871004104614,1411.7608215808868,10546,2018-04-01_21-40-04,1522618804,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
4259578,,"{'weights_norm': 704.8017578125, 'time_elapsed_this_iter': 19.193397045135498, 'grad_norm': 7.119591236114502, 'episodes_so_far': 91392L, 'time_elapsed': 1432.035033941269, 'update_ratio': 0.024808475747704506, 'timesteps_so_far': 4259578L, 'episodes_this_iter': 1006L, 'timesteps_this_iter': 61772L}",128.08404541015625,61.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,90,61772,19.194817066192627,1430.9556386470795,10546,2018-04-01_21-40-23,1522618823,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
4322338,,"{'weights_norm': 705.2582397460938, 'time_elapsed_this_iter': 19.65268301963806, 'grad_norm': 6.453088283538818, 'episodes_so_far': 92394L, 'time_elapsed': 1451.6982641220093, 'update_ratio': 0.024663565680384636, 'timesteps_so_far': 4322338L, 'episodes_this_iter': 1002L, 'timesteps_this_iter': 62760L}",-14.147302627563477,27.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,91,62760,19.65397000312805,1450.6096086502075,10546,2018-04-01_21-40-43,1522618843,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
4384124,,"{'weights_norm': 705.7218627929688, 'time_elapsed_this_iter': 20.345902919769287, 'grad_norm': 6.027556419372559, 'episodes_so_far': 93404L, 'time_elapsed': 1472.0544419288635, 'update_ratio': 0.024426473304629326, 'timesteps_so_far': 4384124L, 'episodes_this_iter': 1010L, 'timesteps_this_iter': 61786L}",nan,nan,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,92,61786,20.347239017486572,1470.956847667694,10546,2018-04-01_21-41-03,1522618863,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
