timesteps_total,done,info,episode_reward_mean,episode_len_mean,episodes_total,mean_accuracy,mean_validation_accuracy,mean_loss,neg_mean_loss,experiment_id,training_iteration,timesteps_this_iter,time_this_iter_s,time_total_s,pid,date,timestamp,hostname,node_ip,config
1066614,,"{'weights_norm': 656.7750244140625, 'time_elapsed_this_iter': 13.88487696647644, 'grad_norm': 6.730586528778076, 'episodes_so_far': 31532L, 'time_elapsed': 382.06788992881775, 'update_ratio': 0.026162052527070045, 'timesteps_so_far': 1066614L, 'episodes_this_iter': 1018L, 'timesteps_this_iter': 41854L}",65.2434310913086,39.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,31,41854,13.886890888214111,381.6894416809082,10546,2018-04-01_21-22-53,1522617773,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1107830,,"{'weights_norm': 658.8518676757812, 'time_elapsed_this_iter': 13.497439861297607, 'grad_norm': 6.9604811668396, 'episodes_so_far': 32532L, 'time_elapsed': 395.57873797416687, 'update_ratio': 0.02621525526046753, 'timesteps_so_far': 1107830L, 'episodes_this_iter': 1000L, 'timesteps_this_iter': 41216L}",77.51002502441406,49.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,32,41216,13.498631954193115,395.1880736351013,10546,2018-04-01_21-23-07,1522617787,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1150533,,"{'weights_norm': 660.8401489257812, 'time_elapsed_this_iter': 14.476408004760742, 'grad_norm': 6.804202556610107, 'episodes_so_far': 33564L, 'time_elapsed': 410.0669119358063, 'update_ratio': 0.02617189846932888, 'timesteps_so_far': 1150533L, 'episodes_this_iter': 1032L, 'timesteps_this_iter': 42703L}",66.42271423339844,45.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,33,42703,14.477781057357788,409.6658546924591,10546,2018-04-01_21-23-21,1522617801,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1193663,,"{'weights_norm': 662.7295532226562, 'time_elapsed_this_iter': 14.756322860717773, 'grad_norm': 6.395079135894775, 'episodes_so_far': 34588L, 'time_elapsed': 424.8369379043579, 'update_ratio': 0.025985222309827805, 'timesteps_so_far': 1193663L, 'episodes_this_iter': 1024L, 'timesteps_this_iter': 43130L}",50.8059606552124,37.5,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,34,43130,14.757528066635132,424.42338275909424,10546,2018-04-01_21-23-36,1522617816,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1237730,,"{'weights_norm': 664.4985961914062, 'time_elapsed_this_iter': 15.280293226242065, 'grad_norm': 6.620799541473389, 'episodes_so_far': 35614L, 'time_elapsed': 440.12947511672974, 'update_ratio': 0.025915849953889847, 'timesteps_so_far': 1237730L, 'episodes_this_iter': 1026L, 'timesteps_this_iter': 44067L}",75.13455581665039,46.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,35,44067,15.281574010848999,439.70495676994324,10546,2018-04-01_21-23-51,1522617831,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1281456,,"{'weights_norm': 666.0960693359375, 'time_elapsed_this_iter': 14.958508014678955, 'grad_norm': 6.6605305671691895, 'episodes_so_far': 36620L, 'time_elapsed': 455.10003089904785, 'update_ratio': 0.025807296857237816, 'timesteps_so_far': 1281456L, 'episodes_this_iter': 1006L, 'timesteps_this_iter': 43726L}",79.70549011230469,57.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,36,43726,14.95968508720398,454.6646418571472,10546,2018-04-01_21-24-06,1522617846,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1326497,,"{'weights_norm': 667.6380615234375, 'time_elapsed_this_iter': 15.891592025756836, 'grad_norm': 6.561070919036865, 'episodes_so_far': 37648L, 'time_elapsed': 471.004595041275, 'update_ratio': 0.025682907551527023, 'timesteps_so_far': 1326497L, 'episodes_this_iter': 1028L, 'timesteps_this_iter': 45041L}",84.11949157714844,48.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,37,45041,15.892881870269775,470.557523727417,10546,2018-04-01_21-24-22,1522617862,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1370268,,"{'weights_norm': 669.0535278320312, 'time_elapsed_this_iter': 15.494028806686401, 'grad_norm': 6.092306137084961, 'episodes_so_far': 38650L, 'time_elapsed': 486.51149892807007, 'update_ratio': 0.025402603670954704, 'timesteps_so_far': 1370268L, 'episodes_this_iter': 1002L, 'timesteps_this_iter': 43771L}",88.876953125,55.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,38,43771,15.495280981063843,486.05280470848083,10546,2018-04-01_21-24-38,1522617878,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1415532,,"{'weights_norm': 670.3648681640625, 'time_elapsed_this_iter': 15.9322350025177, 'grad_norm': 6.544386863708496, 'episodes_so_far': 39658L, 'time_elapsed': 502.45577907562256, 'update_ratio': 0.025272192433476448, 'timesteps_so_far': 1415532L, 'episodes_this_iter': 1008L, 'timesteps_this_iter': 45264L}",nan,nan,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,39,45264,15.933512926101685,501.9863176345825,10546,2018-04-01_21-24-54,1522617894,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1461349,,"{'weights_norm': 671.6032104492188, 'time_elapsed_this_iter': 15.70949411392212, 'grad_norm': 5.959987163543701, 'episodes_so_far': 40682L, 'time_elapsed': 518.1777811050415, 'update_ratio': 0.025028564035892487, 'timesteps_so_far': 1461349L, 'episodes_this_iter': 1024L, 'timesteps_this_iter': 45817L}",nan,nan,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,40,45817,15.71075987815857,517.6970775127411,10546,2018-04-01_21-25-10,1522617910,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1508605,,"{'weights_norm': 672.8172607421875, 'time_elapsed_this_iter': 15.613877058029175, 'grad_norm': 6.863659858703613, 'episodes_so_far': 41704L, 'time_elapsed': 533.8061680793762, 'update_ratio': 0.02521183341741562, 'timesteps_so_far': 1508605L, 'episodes_this_iter': 1022L, 'timesteps_this_iter': 47256L}",48.12118721008301,40.5,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,41,47256,15.61547589302063,533.3125534057617,10546,2018-04-01_21-25-25,1522617925,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1555147,,"{'weights_norm': 674.022216796875, 'time_elapsed_this_iter': 15.374410152435303, 'grad_norm': 6.983636856079102, 'episodes_so_far': 42710L, 'time_elapsed': 549.1968710422516, 'update_ratio': 0.025304928421974182, 'timesteps_so_far': 1555147L, 'episodes_this_iter': 1006L, 'timesteps_this_iter': 46542L}",104.49950408935547,75.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,42,46542,15.376569986343384,548.6891233921051,10546,2018-04-01_21-25-41,1522617941,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1603186,,"{'weights_norm': 675.1342163085938, 'time_elapsed_this_iter': 16.247771978378296, 'grad_norm': 6.719979763031006, 'episodes_so_far': 43712L, 'time_elapsed': 565.4599549770355, 'update_ratio': 0.025277700275182724, 'timesteps_so_far': 1603186L, 'episodes_this_iter': 1002L, 'timesteps_this_iter': 48039L}",94.36067199707031,56.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,43,48039,16.249518871307373,564.9386422634125,10546,2018-04-01_21-25-57,1522617957,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1653147,,"{'weights_norm': 676.28515625, 'time_elapsed_this_iter': 16.352741956710815, 'grad_norm': 6.771153926849365, 'episodes_so_far': 44738L, 'time_elapsed': 581.8267059326172, 'update_ratio': 0.02522677183151245, 'timesteps_so_far': 1653147L, 'episodes_this_iter': 1026L, 'timesteps_this_iter': 49961L}",67.67940902709961,49.666666666666664,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,44,49961,16.353996992111206,581.2926392555237,10546,2018-04-01_21-26-13,1522617973,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1701803,,"{'weights_norm': 677.3670043945312, 'time_elapsed_this_iter': 16.820979118347168, 'grad_norm': 6.116970062255859, 'episodes_so_far': 45744L, 'time_elapsed': 598.6592240333557, 'update_ratio': 0.025001157075166702, 'timesteps_so_far': 1701803L, 'episodes_this_iter': 1006L, 'timesteps_this_iter': 48656L}",72.05658721923828,54.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,45,48656,16.82228112220764,598.1149203777313,10546,2018-04-01_21-26-30,1522617990,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1751618,,"{'weights_norm': 678.5958251953125, 'time_elapsed_this_iter': 16.217800855636597, 'grad_norm': 6.787073135375977, 'episodes_so_far': 46756L, 'time_elapsed': 614.8902249336243, 'update_ratio': 0.025043601170182228, 'timesteps_so_far': 1751618L, 'episodes_this_iter': 1012L, 'timesteps_this_iter': 49815L}",nan,nan,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,46,49815,16.21906304359436,614.3339834213257,10546,2018-04-01_21-26-46,1522618006,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1801321,,"{'weights_norm': 679.688720703125, 'time_elapsed_this_iter': 16.317833185195923, 'grad_norm': 6.971637725830078, 'episodes_so_far': 47768L, 'time_elapsed': 631.2222940921783, 'update_ratio': 0.025138650089502335, 'timesteps_so_far': 1801321L, 'episodes_this_iter': 1012L, 'timesteps_this_iter': 49703L}",nan,nan,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,47,49703,16.319228887557983,630.6532123088837,10546,2018-04-01_21-27-03,1522618023,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1850865,,"{'weights_norm': 680.7005615234375, 'time_elapsed_this_iter': 16.631021976470947, 'grad_norm': 6.70639705657959, 'episodes_so_far': 48778L, 'time_elapsed': 647.8656730651855, 'update_ratio': 0.025150401517748833, 'timesteps_so_far': 1850865L, 'episodes_this_iter': 1010L, 'timesteps_this_iter': 49544L}",76.76841735839844,58.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,48,49544,16.63245916366577,647.2856714725494,10546,2018-04-01_21-27-19,1522618039,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1899997,,"{'weights_norm': 681.4885864257812, 'time_elapsed_this_iter': 16.32351303100586, 'grad_norm': 6.517776966094971, 'episodes_so_far': 49784L, 'time_elapsed': 664.201502084732, 'update_ratio': 0.025077734142541885, 'timesteps_so_far': 1899997L, 'episodes_this_iter': 1006L, 'timesteps_this_iter': 49132L}",nan,nan,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,49,49132,16.325133800506592,663.610805273056,10546,2018-04-01_21-27-36,1522618056,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1947541,,"{'weights_norm': 682.26806640625, 'time_elapsed_this_iter': 15.437613010406494, 'grad_norm': 7.473759174346924, 'episodes_so_far': 50784L, 'time_elapsed': 679.6517310142517, 'update_ratio': 0.025323664769530296, 'timesteps_so_far': 1947541L, 'episodes_this_iter': 1000L, 'timesteps_this_iter': 47544L}",71.56929270426433,50.333333333333336,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,50,47544,15.439170837402344,679.0499761104584,10546,2018-04-01_21-27-51,1522618071,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
1995618,,"{'weights_norm': 682.9182739257812, 'time_elapsed_this_iter': 15.84192705154419, 'grad_norm': 7.229610443115234, 'episodes_so_far': 51792L, 'time_elapsed': 695.5066831111908, 'update_ratio': 0.02545299381017685, 'timesteps_so_far': 1995618L, 'episodes_this_iter': 1008L, 'timesteps_this_iter': 48077L}",98.65039443969727,57.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,51,48077,15.84316110610962,694.893137216568,10546,2018-04-01_21-28-07,1522618087,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2044376,,"{'weights_norm': 683.605712890625, 'time_elapsed_this_iter': 16.076767921447754, 'grad_norm': 6.619795322418213, 'episodes_so_far': 52814L, 'time_elapsed': 711.600487947464, 'update_ratio': 0.02534359320998192, 'timesteps_so_far': 2044376L, 'episodes_this_iter': 1022L, 'timesteps_this_iter': 48758L}",95.26028060913086,55.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,52,48758,16.078142881393433,710.9712800979614,10546,2018-04-01_21-28-23,1522618103,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2094477,,"{'weights_norm': 684.2564086914062, 'time_elapsed_this_iter': 16.20587992668152, 'grad_norm': 6.4929609298706055, 'episodes_so_far': 53834L, 'time_elapsed': 727.8218970298767, 'update_ratio': 0.02518697828054428, 'timesteps_so_far': 2094477L, 'episodes_this_iter': 1020L, 'timesteps_this_iter': 50101L}",56.49437952041626,40.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,53,50101,16.207097053527832,727.1783771514893,10546,2018-04-01_21-28-39,1522618119,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2145221,,"{'weights_norm': 684.9254150390625, 'time_elapsed_this_iter': 16.942370176315308, 'grad_norm': 6.6822190284729, 'episodes_so_far': 54860L, 'time_elapsed': 744.7786180973053, 'update_ratio': 0.025114096701145172, 'timesteps_so_far': 2145221L, 'episodes_this_iter': 1026L, 'timesteps_this_iter': 50744L}",100.2426528930664,54.666666666666664,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,54,50744,16.943719148635864,744.1220963001251,10546,2018-04-01_21-28-56,1522618136,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2195687,,"{'weights_norm': 685.655029296875, 'time_elapsed_this_iter': 16.389122009277344, 'grad_norm': 6.361636161804199, 'episodes_so_far': 55866L, 'time_elapsed': 761.1800899505615, 'update_ratio': 0.02495584264397621, 'timesteps_so_far': 2195687L, 'episodes_this_iter': 1006L, 'timesteps_this_iter': 50466L}",-7.11197566986084,19.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,55,50466,16.390609979629517,760.5127062797546,10546,2018-04-01_21-29-13,1522618153,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2248211,,"{'weights_norm': 686.4146728515625, 'time_elapsed_this_iter': 17.917181968688965, 'grad_norm': 6.641168594360352, 'episodes_so_far': 56894L, 'time_elapsed': 779.1102020740509, 'update_ratio': 0.024913210421800613, 'timesteps_so_far': 2248211L, 'episodes_this_iter': 1028L, 'timesteps_this_iter': 52524L}",59.402448654174805,50.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,56,52524,17.918352127075195,778.4310584068298,10546,2018-04-01_21-29-30,1522618170,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2302008,,"{'weights_norm': 687.1549072265625, 'time_elapsed_this_iter': 17.73958921432495, 'grad_norm': 6.601901054382324, 'episodes_so_far': 57926L, 'time_elapsed': 796.8601911067963, 'update_ratio': 0.024915410205721855, 'timesteps_so_far': 2302008L, 'episodes_this_iter': 1032L, 'timesteps_this_iter': 53797L}",103.39024353027344,54.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,57,53797,17.74242401123047,796.1734824180603,10546,2018-04-01_21-29-48,1522618188,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2356474,,"{'weights_norm': 687.8577880859375, 'time_elapsed_this_iter': 18.32384490966797, 'grad_norm': 6.2163777351379395, 'episodes_so_far': 58952L, 'time_elapsed': 815.1976969242096, 'update_ratio': 0.024779116734862328, 'timesteps_so_far': 2356474L, 'episodes_this_iter': 1026L, 'timesteps_this_iter': 54466L}",nan,nan,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,58,54466,18.32520079612732,814.4986832141876,10546,2018-04-01_21-30-07,1522618207,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2409935,,"{'weights_norm': 688.582275390625, 'time_elapsed_this_iter': 17.11981511116028, 'grad_norm': 6.8213043212890625, 'episodes_so_far': 59962L, 'time_elapsed': 832.3303790092468, 'update_ratio': 0.024900933727622032, 'timesteps_so_far': 2409935L, 'episodes_this_iter': 1010L, 'timesteps_this_iter': 53461L}",nan,nan,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,59,53461,17.121097087860107,831.6197803020477,10546,2018-04-01_21-30-24,1522618224,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2465226,,"{'weights_norm': 689.2005615234375, 'time_elapsed_this_iter': 18.20470881462097, 'grad_norm': 6.379857540130615, 'episodes_so_far': 60984L, 'time_elapsed': 850.5484309196472, 'update_ratio': 0.024769917130470276, 'timesteps_so_far': 2465226L, 'episodes_this_iter': 1022L, 'timesteps_this_iter': 55291L}",103.90451622009277,62.75,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,60,55291,18.20621395111084,849.8259942531586,10546,2018-04-01_21-30-42,1522618242,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
2520656,,"{'weights_norm': 689.7505493164062, 'time_elapsed_this_iter': 17.713597059249878, 'grad_norm': 6.34592342376709, 'episodes_so_far': 62014L, 'time_elapsed': 868.2743830680847, 'update_ratio': 0.024740884080529213, 'timesteps_so_far': 2520656L, 'episodes_this_iter': 1030L, 'timesteps_this_iter': 55430L}",127.28478240966797,68.0,,,,,,a5c2a9cf8d364fe887a8c5b4a6038fbc,61,55430,17.71506381034851,867.5410580635071,10546,2018-04-01_21-31-00,1522618260,ray-vm-4,10.0.0.9,"{'noise_size': 250000L, 'episodes_per_batch': 1000L, 'timesteps_per_batch': 10000L, 'num_workers': 10L, 'eval_prob': 0.003, 'noise_stdev': 0.02, 'env_config': {}, 'observation_filter': u'MeanStdFilter', 'env': 'RoboschoolHumanoid-v1', 'l2_coeff': 0.005, 'stepsize': 0.01, 'return_proc_mode': u'centered_rank'}"
